"","gene","human.homolog","ciona.name"
"9252","KY21:KY21.Chr3.1437","ZNF236","Ci-ZF258"
"9253","KY21:KY21.Chr3.1438","VPS37C",""
"9254","KY21:KY21.Chr3.1439","PLSCR1",""
"9255","KY21:KY21.Chr3.144","BHLHB9",""
"9256","KY21:KY21.Chr3.1440","AIP",""
"9257","KY21:KY21.Chr3.1441","OSTF1",""
"9258","KY21:KY21.Chr3.1442","MOXD1",""
"9259","KY21:KY21.Chr3.1443","TRIQK",""
"9260","KY21:KY21.Chr3.1444","HTR2A",""
"9261","KY21:KY21.Chr3.1445","NPSR1",""
"9262","KY21:KY21.Chr3.1446","SLC49A3",""
"9263","KY21:KY21.Chr3.1447","CYYR1",""
"9264","KY21:KY21.Chr3.1448","HEPHL1",""
"9265","KY21:KY21.Chr3.1449","HPS6",""
"9266","KY21:KY21.Chr3.145","DIPK2A",""
"9267","KY21:KY21.Chr3.1450","GALK1",""
"9268","KY21:KY21.Chr3.1451","THNSL2",""
"9269","KY21:KY21.Chr3.1452","MUC19",""
"9270","KY21:KY21.Chr3.1453","REST",""
"9271","KY21:KY21.Chr3.1454","HSPA7",""
"9272","KY21:KY21.Chr3.1455","TCERG1L",""
"9273","KY21:KY21.Chr3.1456","GSE1",""
"9274","KY21:KY21.Chr3.1457","MARK3",""
"9275","KY21:KY21.Chr3.1458","JMJD7",""
"9276","KY21:KY21.Chr3.1459","FUT6",""
"9277","KY21:KY21.Chr3.146","TPPP",""
"9278","KY21:KY21.Chr3.1460","GCN1",""
"9279","KY21:KY21.Chr3.1461","SBDS",""
"9280","KY21:KY21.Chr3.1462","JMJD7",""
"9281","KY21:KY21.Chr3.1463","TYW5",""
"9282","KY21:KY21.Chr3.1464","FUT5",""
"9283","KY21:KY21.Chr3.1465","NSUN5",""
"9284","KY21:KY21.Chr3.1466","PRKCB",""
"9285","KY21:KY21.Chr3.1467","PRKCA",""
"9286","KY21:KY21.Chr3.1468","LEFTY2","Lefty"
"9287","KY21:KY21.Chr3.1469","C10orf71",""
"9288","KY21:KY21.Chr3.147","AGBL1",""
"9289","KY21:KY21.Chr3.1470","CALM3",""
"9290","KY21:KY21.Chr3.1471","HSPG2",""
"9291","KY21:KY21.Chr3.1472","C1orf43",""
"9292","KY21:KY21.Chr3.1473","CEMIP",""
"9293","KY21:KY21.Chr3.1474","TGFB2","Tgfb1/2/3"
"9294","KY21:KY21.Chr3.1475","ZAN",""
"9295","KY21:KY21.Chr3.1476","MS4A18",""
"9296","KY21:KY21.Chr3.1477","CCDC146",""
"9297","KY21:KY21.Chr3.1478","OLFML2B",""
"9298","KY21:KY21.Chr3.1479","DNAH2",""
"9299","KY21:KY21.Chr3.148","PRC1",""
"9300","KY21:KY21.Chr3.1480","FBN2 / FBN1",""
"9301","KY21:KY21.Chr3.1481","RASAL2",""
"9302","KY21:KY21.Chr3.1482","MIF / MASTL",""
"9303","KY21:KY21.Chr3.1483","THOC5",""
"9304","KY21:KY21.Chr3.1484","TTLL6",""
"9305","KY21:KY21.Chr3.1485","UBE2R2",""
"9306","KY21:KY21.Chr3.1486","NAF1",""
"9307","KY21:KY21.Chr3.1487","ANK1 / ANKRD28",""
"9308","KY21:KY21.Chr3.1488","FUT5",""
"9309","KY21:KY21.Chr3.1489","MUCL3",""
"9310","KY21:KY21.Chr3.149","SLC6A11",""
"9311","KY21:KY21.Chr3.1490","RGS7BP",""
"9312","KY21:KY21.Chr3.1491","ZAN",""
"9313","KY21:KY21.Chr3.1492","DYNC1I1",""
"9314","KY21:KY21.Chr3.1493","ZNRF3",""
"9315","KY21:KY21.Chr3.1494","LTBP1",""
"9316","KY21:KY21.Chr3.1495","IPO7",""
"9317","KY21:KY21.Chr3.1496","NLRP13",""
"9318","KY21:KY21.Chr3.1497","NSRP1",""
"9319","KY21:KY21.Chr3.1498","ZNF665",""
"9320","KY21:KY21.Chr3.1499","ATP5F1B",""
"9321","KY21:KY21.Chr3.15","VPS72","TCFL1"
"9322","KY21:KY21.Chr3.150","RTL1",""
"9323","KY21:KY21.Chr3.1500","TMPRSS4",""
"9324","KY21:KY21.Chr3.1501","CNOT6",""
"9325","KY21:KY21.Chr3.1502","DDA1",""
"9326","KY21:KY21.Chr3.1503","CDCP2",""
"9327","KY21:KY21.Chr3.1504","TMEM263",""
"9328","KY21:KY21.Chr3.1505","CCDC18",""
"9329","KY21:KY21.Chr3.1506","NOTCH1",""
"9330","KY21:KY21.Chr3.1507","TTN",""
"9331","KY21:KY21.Chr3.1508","CAMTA2",""
"9332","KY21:KY21.Chr3.1509","THBS3",""
"9333","KY21:KY21.Chr3.151","VWA3B",""
"9334","KY21:KY21.Chr3.1510","SLC22A5",""
"9335","KY21:KY21.Chr3.1511","SLC43A3",""
"9336","KY21:KY21.Chr3.1512","KIF13A",""
"9337","KY21:KY21.Chr3.1513","CNTNAP3",""
"9338","KY21:KY21.Chr3.1514","ATAD5",""
"9339","KY21:KY21.Chr3.1515","YWHAE",""
"9340","KY21:KY21.Chr3.1516","YWHAE",""
"9341","KY21:KY21.Chr3.1517","TPST1",""
"9342","KY21:KY21.Chr3.1518","EEF1E1",""
"9343","KY21:KY21.Chr3.1519","HTR7",""
"9344","KY21:KY21.Chr3.152","UBE3B",""
"9345","KY21:KY21.Chr3.1520","DERA",""
"9346","KY21:KY21.Chr3.1521","SIRT4","Ci-ZF169"
"9347","KY21:KY21.Chr3.1522","LARP6",""
"9348","KY21:KY21.Chr3.1523","INTS2",""
"9349","KY21:KY21.Chr3.1524","INTS2",""
"9350","KY21:KY21.Chr3.1525","CALM3",""
"9351","KY21:KY21.Chr3.1526","CALM3",""
"9352","KY21:KY21.Chr3.1527","CALM3",""
"9353","KY21:KY21.Chr3.1528","CABP1",""
"9354","KY21:KY21.Chr3.1529","PAPLN",""
"9355","KY21:KY21.Chr3.153","TTC26",""
"9356","KY21:KY21.Chr3.1530","PPP2R3C",""
"9357","KY21:KY21.Chr3.1531","MSTO1",""
"9358","KY21:KY21.Chr3.1532","GOLGA6L1",""
"9359","KY21:KY21.Chr3.1533","C3AR1",""
"9360","KY21:KY21.Chr3.1534","LRPAP1",""
"9361","KY21:KY21.Chr3.1535","FUT5",""
"9362","KY21:KY21.Chr3.1536","THAP1",""
"9363","KY21:KY21.Chr3.1537","SNX17 / DDX1",""
"9364","KY21:KY21.Chr3.1538","ADGRL3",""
"9365","KY21:KY21.Chr3.1539","POR",""
"9366","KY21:KY21.Chr3.154","STAT5B","STAT-a"
"9367","KY21:KY21.Chr3.1540","DNAJC19",""
"9368","KY21:KY21.Chr3.1541","PAF1",""
"9369","KY21:KY21.Chr3.1542","MUSK",""
"9370","KY21:KY21.Chr3.1543","SLC13A4 / SLC13A5",""
"9371","KY21:KY21.Chr3.1544","ADGRL2",""
"9372","KY21:KY21.Chr3.1545","MGAM",""
"9373","KY21:KY21.Chr3.1546","UNC93A",""
"9374","KY21:KY21.Chr3.1547","UNC93A",""
"9375","KY21:KY21.Chr3.1548","GSTM3",""
"9376","KY21:KY21.Chr3.1549","GSTM3",""
"9377","KY21:KY21.Chr3.155","PGAP1",""
"9378","KY21:KY21.Chr3.1550","GSTM3",""
"9379","KY21:KY21.Chr3.1551","GSTM3",""
"9380","KY21:KY21.Chr3.1552","PARP10",""
"9381","KY21:KY21.Chr3.1553","HELZ2",""
"9382","KY21:KY21.Chr3.1554","UNKL",""
"9383","KY21:KY21.Chr3.1555","PEF1",""
"9384","KY21:KY21.Chr3.1556","CDYL",""
"9385","KY21:KY21.Chr3.1557","SLC7A9",""
"9386","KY21:KY21.Chr3.1558","SPATA31D1",""
"9387","KY21:KY21.Chr3.1559","IPO4",""
"9388","KY21:KY21.Chr3.156","SYNE1 / SYNE2",""
"9389","KY21:KY21.Chr3.1560","LIG1",""
"9390","KY21:KY21.Chr3.1561","IL17C",""
"9391","KY21:KY21.Chr3.1562","SLC2A9",""
"9392","KY21:KY21.Chr3.1563","SLC2A9",""
"9393","KY21:KY21.Chr3.1564","CEP63",""
"9394","KY21:KY21.Chr3.1565","TMEM74",""
"9395","KY21:KY21.Chr3.1566","CYP7B1",""
"9396","KY21:KY21.Chr3.1567","MLXIP",""
"9397","KY21:KY21.Chr3.1568","MRPL27",""
"9398","KY21:KY21.Chr3.1569","PIP4K2A",""
"9399","KY21:KY21.Chr3.157","METTL27",""
"9400","KY21:KY21.Chr3.1570","ICAM1",""
"9401","KY21:KY21.Chr3.1571","TANGO6",""
"9402","KY21:KY21.Chr3.1572","DYSF / MATN1",""
"9403","KY21:KY21.Chr3.1573","SLX9",""
"9404","KY21:KY21.Chr3.1574","CPZ",""
"9405","KY21:KY21.Chr3.1575","BTBD7",""
"9406","KY21:KY21.Chr3.1576","FERMT2",""
"9407","KY21:KY21.Chr3.1577","KMT2C",""
"9408","KY21:KY21.Chr3.1578","TRPM6",""
"9409","KY21:KY21.Chr3.1579","SGPL1",""
"9410","KY21:KY21.Chr3.158","CD163",""
"9411","KY21:KY21.Chr3.1580","PNPLA7",""
"9412","KY21:KY21.Chr3.1581","LETM1",""
"9413","KY21:KY21.Chr3.1582","POLR3F",""
"9414","KY21:KY21.Chr3.1583","WASHC5",""
"9415","KY21:KY21.Chr3.1584","SMG1",""
"9416","KY21:KY21.Chr3.1585","KY21:KY21.Chr3.1585",""
"9417","KY21:KY21.Chr3.1586","YY1",""
"9418","KY21:KY21.Chr3.1587","RUBCN",""
"9419","KY21:KY21.Chr3.1588","SLC25A29",""
"9420","KY21:KY21.Chr3.1589","MAIP1",""
"9421","KY21:KY21.Chr3.159","ZAN / TMEM108 / MMP2",""
"9422","KY21:KY21.Chr3.1590","DDX10",""
"9423","KY21:KY21.Chr3.1591","TAF4B",""
"9424","KY21:KY21.Chr3.1592","DDX1",""
"9425","KY21:KY21.Chr3.1593","NAT1",""
"9426","KY21:KY21.Chr3.1594","ZFC3H1",""
"9427","KY21:KY21.Chr3.1595","JMJD6",""
"9428","KY21:KY21.Chr3.1596","ITGA11",""
"9429","KY21:KY21.Chr3.1597","PARP14",""
"9430","KY21:KY21.Chr3.1598","SCN9A",""
"9431","KY21:KY21.Chr3.1599","DAPK1",""
"9432","KY21:KY21.Chr3.16","ZHX1","Zhx1-r"
"9433","KY21:KY21.Chr3.160","KY21:KY21.Chr3.160",""
"9434","KY21:KY21.Chr3.1600","SCN2A",""
"9435","KY21:KY21.Chr3.1601","HPD",""
"9436","KY21:KY21.Chr3.1602","NMNAT3",""
"9437","KY21:KY21.Chr3.1603","PLBD2",""
"9438","KY21:KY21.Chr3.1604","CDC45",""
"9439","KY21:KY21.Chr3.1605","NEK8",""
"9440","KY21:KY21.Chr3.1606","CENPH",""
"9441","KY21:KY21.Chr3.1607","ZRANB3",""
"9442","KY21:KY21.Chr3.1608","GALNT2",""
"9443","KY21:KY21.Chr3.1609","TNR",""
"9444","KY21:KY21.Chr3.161","ST14",""
"9445","KY21:KY21.Chr3.1610","EIF4G3",""
"9446","KY21:KY21.Chr3.1611","PTPRB",""
"9447","KY21:KY21.Chr3.1612","BCL2",""
"9448","KY21:KY21.Chr3.1613","PRKAG2",""
"9449","KY21:KY21.Chr3.1614","CHIT1",""
"9450","KY21:KY21.Chr3.1615","USP34 / NOP14 / CBFA2T2",""
"9451","KY21:KY21.Chr3.1616","PRMT7",""
"9452","KY21:KY21.Chr3.1617","MYO9B",""
"9453","KY21:KY21.Chr3.1618","CTTNBP2",""
"9454","KY21:KY21.Chr3.1619","MYO9B",""
"9455","KY21:KY21.Chr3.162","CUBN",""
"9456","KY21:KY21.Chr3.1620","PIPOX",""
"9457","KY21:KY21.Chr3.1621","DNAAF9",""
"9458","KY21:KY21.Chr3.1622","PRPF31",""
"9459","KY21:KY21.Chr3.1623","GID4",""
"9460","KY21:KY21.Chr3.1624","ERN1",""
"9461","KY21:KY21.Chr3.1625","PIGU",""
"9462","KY21:KY21.Chr3.1626","PDS5A",""
"9463","KY21:KY21.Chr3.1627","FSCN1",""
"9464","KY21:KY21.Chr3.1628","TXNDC11",""
"9465","KY21:KY21.Chr3.1629","RNASEH2B",""
"9466","KY21:KY21.Chr3.163","ANKRD11",""
"9467","KY21:KY21.Chr3.1630","DCTN6",""
"9468","KY21:KY21.Chr3.1631","RBPMS",""
"9469","KY21:KY21.Chr3.1632","DYNLL1 / OR1C1",""
"9470","KY21:KY21.Chr3.1633","APBA1",""
"9471","KY21:KY21.Chr3.1634","MTMR1",""
"9472","KY21:KY21.Chr3.1635","FN3KRP",""
"9473","KY21:KY21.Chr3.1636","AP4B1",""
"9474","KY21:KY21.Chr3.1637","RAB11B",""
"9475","KY21:KY21.Chr3.1638","ATN1",""
"9476","KY21:KY21.Chr3.1639","TRMT1",""
"9477","KY21:KY21.Chr3.164","BMP1",""
"9478","KY21:KY21.Chr3.1640","CFAP20DC",""
"9479","KY21:KY21.Chr3.1641","GNRHR",""
"9480","KY21:KY21.Chr3.1642","GNRHR",""
"9481","KY21:KY21.Chr3.1643","P4HA1",""
"9482","KY21:KY21.Chr3.1644","ZFYVE16",""
"9483","KY21:KY21.Chr3.1645","NATD1",""
"9484","KY21:KY21.Chr3.1646","CCDC77",""
"9485","KY21:KY21.Chr3.1647","PPP1CA",""
"9486","KY21:KY21.Chr3.1648","TMEM208",""
"9487","KY21:KY21.Chr3.1649","SOCS2","SOCS1/2/3/CIS"
"9488","KY21:KY21.Chr3.165","KIRREL1",""
"9489","KY21:KY21.Chr3.1650","MATN2",""
"9490","KY21:KY21.Chr3.1651","AK9",""
"9491","KY21:KY21.Chr3.1652","TEFM",""
"9492","KY21:KY21.Chr3.1653","SHMT2",""
"9493","KY21:KY21.Chr3.1654","TMTC1",""
"9494","KY21:KY21.Chr3.1655","SLCO1B1",""
"9495","KY21:KY21.Chr3.1656","KAT7","Ci-ZF127"
"9496","KY21:KY21.Chr3.1657","SELENOF",""
"9497","KY21:KY21.Chr3.1658","TMEM42",""
"9498","KY21:KY21.Chr3.1659","SAP30BP",""
"9499","KY21:KY21.Chr3.166","BMP1",""
"9500","KY21:KY21.Chr3.1660","MFSD6",""
"9501","KY21:KY21.Chr3.1661","GALNT1",""
"9502","KY21:KY21.Chr3.1662","SLC7A6",""
"9503","KY21:KY21.Chr3.1663","MYH11",""
"9504","KY21:KY21.Chr3.1664","NRG2",""
"9505","KY21:KY21.Chr3.1665","AIG1",""
"9506","KY21:KY21.Chr3.1666","CYFIP2",""
"9507","KY21:KY21.Chr3.1667","DGLUCY / WDFY3",""
"9508","KY21:KY21.Chr3.1668","C16orf96",""
"9509","KY21:KY21.Chr3.1669","RNMT",""
"9510","KY21:KY21.Chr3.167","PRRG1",""
"9511","KY21:KY21.Chr3.1670","POLR2A",""
"9512","KY21:KY21.Chr3.1671","BRI3",""
"9513","KY21:KY21.Chr3.1672","BRI3",""
"9514","KY21:KY21.Chr3.1673","BRI3",""
"9515","KY21:KY21.Chr3.1674","CERS6","Cers-r.d"
"9516","KY21:KY21.Chr3.1675","TMSB4X",""
"9517","KY21:KY21.Chr3.1676","RPTOR",""
"9518","KY21:KY21.Chr3.1677","BCHE",""
"9519","KY21:KY21.Chr3.1678","ATF7IP",""
"9520","KY21:KY21.Chr3.1679","DNAH5",""
"9521","KY21:KY21.Chr3.168","GPR153",""
"9522","KY21:KY21.Chr3.1680","TECTA",""
"9523","KY21:KY21.Chr3.1681","KY21:KY21.Chr3.1681",""
"9524","KY21:KY21.Chr3.1682","IL17D",""
"9525","KY21:KY21.Chr3.1683","ERC2",""
"9526","KY21:KY21.Chr3.1684","MDN1",""
"9527","KY21:KY21.Chr3.1685","GPATCH4",""
"9528","KY21:KY21.Chr3.1686","PIGT",""
"9529","KY21:KY21.Chr3.1687","TCF25",""
"9530","KY21:KY21.Chr3.1688","ACTR6",""
"9531","KY21:KY21.Chr3.1689","EBF2",""
"9532","KY21:KY21.Chr3.169","VTI1B",""
"9533","KY21:KY21.Chr3.1690","SLC26A6",""
"9534","KY21:KY21.Chr3.1691","SEC63",""
"9535","KY21:KY21.Chr3.1692","ZKSCAN8","Ci-ZF278"
"9536","KY21:KY21.Chr3.1693","IDH1",""
"9537","KY21:KY21.Chr3.1694","TDRD5",""
"9538","KY21:KY21.Chr3.1695","KIF28P",""
"9539","KY21:KY21.Chr3.1696","KIF1C",""
"9540","KY21:KY21.Chr3.1697","KY21:KY21.Chr3.1697",""
"9541","KY21:KY21.Chr3.1698","PNPLA2",""
"9542","KY21:KY21.Chr3.1699","B9D1",""
"9543","KY21:KY21.Chr3.17","PRMT8",""
"9544","KY21:KY21.Chr3.170","ARL6IP1",""
"9545","KY21:KY21.Chr3.1700","HPRT1",""
"9546","KY21:KY21.Chr3.1701","GSTK1",""
"9547","KY21:KY21.Chr3.1702","AS3MT",""
"9548","KY21:KY21.Chr3.1703","METTL3",""
"9549","KY21:KY21.Chr3.1704","RPS6KB1",""
"9550","KY21:KY21.Chr3.1705","TOP1",""
"9551","KY21:KY21.Chr3.1706","TEKT3",""
"9552","KY21:KY21.Chr3.1707","BRD4",""
"9553","KY21:KY21.Chr3.1708","SEL1L3",""
"9554","KY21:KY21.Chr3.1709","THAP9",""
"9555","KY21:KY21.Chr3.171","SLIT2",""
"9556","KY21:KY21.Chr3.1710","FLG",""
"9557","KY21:KY21.Chr3.1711","C15orf65",""
"9558","KY21:KY21.Chr3.1712","PSMG2",""
"9559","KY21:KY21.Chr3.1713","PCYT2",""
"9560","KY21:KY21.Chr3.172","SEMG2",""
"9561","KY21:KY21.Chr3.173","DYNC1H1",""
"9562","KY21:KY21.Chr3.174","ANKS6",""
"9563","KY21:KY21.Chr3.175","DYNC1H1",""
"9564","KY21:KY21.Chr3.176","ANKS6",""
"9565","KY21:KY21.Chr3.177","PDCD6",""
"9566","KY21:KY21.Chr3.178","CKB",""
"9567","KY21:KY21.Chr3.179","KDM2B",""
"9568","KY21:KY21.Chr3.18","DIXDC1",""
"9569","KY21:KY21.Chr3.180","PRKAG1",""
"9570","KY21:KY21.Chr3.181","TATDN1",""
"9571","KY21:KY21.Chr3.182","MYH1",""
"9572","KY21:KY21.Chr3.183","SLC26A9",""
"9573","KY21:KY21.Chr3.184","RPP40",""
"9574","KY21:KY21.Chr3.185","NEURL4",""
"9575","KY21:KY21.Chr3.186","ZFHX4",""
"9576","KY21:KY21.Chr3.187","ZFHX3","Zfhx3"
"9577","KY21:KY21.Chr3.188","FBXL8",""
"9578","KY21:KY21.Chr3.189","TEX9",""
"9579","KY21:KY21.Chr3.19","RBBP5",""
"9580","KY21:KY21.Chr3.190","LIMCH1",""
"9581","KY21:KY21.Chr3.191","MIPEP",""
"9582","KY21:KY21.Chr3.192","BCOR",""
"9583","KY21:KY21.Chr3.193","CERS2","Cers-r.b"
"9584","KY21:KY21.Chr3.194","CERS2","Cers-r.c"
"9585","KY21:KY21.Chr3.195","CERS2",""
"9586","KY21:KY21.Chr3.196","FREM2",""
"9587","KY21:KY21.Chr3.197","JMJD6",""
"9588","KY21:KY21.Chr3.198","TERB2",""
"9589","KY21:KY21.Chr3.199","NOTCH1",""
"9590","KY21:KY21.Chr3.2","MARF1",""
"9591","KY21:KY21.Chr3.20","TMEM200C",""
"9592","KY21:KY21.Chr3.200","GSN",""
"9593","KY21:KY21.Chr3.201","LRP12",""
"9594","KY21:KY21.Chr3.202","SSTR2",""
"9595","KY21:KY21.Chr3.203","RORA","Ror"
"9596","KY21:KY21.Chr3.204","TGOLN2",""
"9597","KY21:KY21.Chr3.205","TCF25",""
"9598","KY21:KY21.Chr3.206","CSAD",""
"9599","KY21:KY21.Chr3.207","RNF17",""
"9600","KY21:KY21.Chr3.208","IFNGR2",""
"9601","KY21:KY21.Chr3.209","HECW2",""
"9602","KY21:KY21.Chr3.21","SLC7A5",""
"9603","KY21:KY21.Chr3.210","PRPSAP2",""
"9604","KY21:KY21.Chr3.211","EYS",""
"9605","KY21:KY21.Chr3.212","ST8SIA3",""
"9606","KY21:KY21.Chr3.213","CYB5A",""
"9607","KY21:KY21.Chr3.214","TMEM101",""
"9608","KY21:KY21.Chr3.215","ACYP2",""
"9609","KY21:KY21.Chr3.216","PLEKHG4B",""
"9610","KY21:KY21.Chr3.217","MEGF8",""
"9611","KY21:KY21.Chr3.218","DNTTIP2",""
"9612","KY21:KY21.Chr3.219","PRPF39",""
"9613","KY21:KY21.Chr3.22","CACNA1S",""
"9614","KY21:KY21.Chr3.220","TRIM2",""
"9615","KY21:KY21.Chr3.221","SNX14",""
"9616","KY21:KY21.Chr3.222","ISOC2",""
"9617","KY21:KY21.Chr3.223","UNC13A",""
"9618","KY21:KY21.Chr3.224","GAB3",""
"9619","KY21:KY21.Chr3.225","TP73","Tp53/73.b"
"9620","KY21:KY21.Chr3.226","AFM",""
"9621","KY21:KY21.Chr3.227","SLC22A11 / COX7C",""
"9622","KY21:KY21.Chr3.228","CFAP418",""
"9623","KY21:KY21.Chr3.229","TRMT10C",""
"9624","KY21:KY21.Chr3.23","IRF5",""
"9625","KY21:KY21.Chr3.230","RRS1",""
"9626","KY21:KY21.Chr3.231","ATF7IP",""
"9627","KY21:KY21.Chr3.232","HERC1",""
"9628","KY21:KY21.Chr3.233","KY21:KY21.Chr3.233",""
"9629","KY21:KY21.Chr3.234","ARHGAP9",""
"9630","KY21:KY21.Chr3.235","LDLRAD3",""
"9631","KY21:KY21.Chr3.236","PMM2",""
"9632","KY21:KY21.Chr3.237","BTN2A3P",""
"9633","KY21:KY21.Chr3.238","SLC48A1",""
"9634","KY21:KY21.Chr3.239","FMN1",""
"9635","KY21:KY21.Chr3.24","C5",""
"9636","KY21:KY21.Chr3.240","TRAF7",""
"9637","KY21:KY21.Chr3.241","MATK",""
"9638","KY21:KY21.Chr3.242","JMJD4",""
"9639","KY21:KY21.Chr3.243","NEURL2",""
"9640","KY21:KY21.Chr3.244","GALR1",""
"9641","KY21:KY21.Chr3.245","MPRIP",""
"9642","KY21:KY21.Chr3.246","SPON1",""
"9643","KY21:KY21.Chr3.247","DYNC2H1",""
"9644","KY21:KY21.Chr3.248","C15orf48",""
"9645","KY21:KY21.Chr3.249","GPR137B",""
"9646","KY21:KY21.Chr3.25","EFTUD2",""
"9647","KY21:KY21.Chr3.250","ADGRF2",""
"9648","KY21:KY21.Chr3.251","CUL2",""
"9649","KY21:KY21.Chr3.252","WRN",""
"9650","KY21:KY21.Chr3.253","SPCS1",""
"9651","KY21:KY21.Chr3.254","CMTM8",""
"9652","KY21:KY21.Chr3.255","SECISBP2L",""
"9653","KY21:KY21.Chr3.256","TNXB",""
"9654","KY21:KY21.Chr3.257","LEO1",""
"9655","KY21:KY21.Chr3.258","KRT82",""
"9656","KY21:KY21.Chr3.259","HUWE1",""
"9657","KY21:KY21.Chr3.26","SRR",""
"9658","KY21:KY21.Chr3.260","ZNFX1",""
"9659","KY21:KY21.Chr3.261","APCDD1",""
"9660","KY21:KY21.Chr3.262","CTSH",""
"9661","KY21:KY21.Chr3.263","MID1",""
"9662","KY21:KY21.Chr3.264","SELP",""
"9663","KY21:KY21.Chr3.265","MAS1",""
"9664","KY21:KY21.Chr3.266","ATF5","Atf4/5"
"9665","KY21:KY21.Chr3.267","TSEN34",""
"9666","KY21:KY21.Chr3.268","VWF",""
"9667","KY21:KY21.Chr3.269","IRX1",""
"9668","KY21:KY21.Chr3.27","MAOA",""
"9669","KY21:KY21.Chr3.270","CLTRN",""
"9670","KY21:KY21.Chr3.271","ALDH5A1",""
"9671","KY21:KY21.Chr3.272","ALDH5A1",""
"9672","KY21:KY21.Chr3.273","LARGE1",""
"9673","KY21:KY21.Chr3.274","DNAH14",""
"9674","KY21:KY21.Chr3.275","TICAM2",""
"9675","KY21:KY21.Chr3.276","FCN1 / FIBCD1",""
"9676","KY21:KY21.Chr3.277","MFAP4",""
"9677","KY21:KY21.Chr3.278","MAP1LC3B",""
"9678","KY21:KY21.Chr3.279","TEX2",""
"9679","KY21:KY21.Chr3.28","LRP12",""
"9680","KY21:KY21.Chr3.280","SHBG",""
"9681","KY21:KY21.Chr3.281","CEACAM19",""
"9682","KY21:KY21.Chr3.282","CZIB",""
"9683","KY21:KY21.Chr3.283","NUTF2",""
"9684","KY21:KY21.Chr3.284","RPL7A",""
"9685","KY21:KY21.Chr3.285","DLL1",""
"9686","KY21:KY21.Chr3.286","CD200",""
"9687","KY21:KY21.Chr3.287","GPS1",""
"9688","KY21:KY21.Chr3.288","PLCD1",""
"9689","KY21:KY21.Chr3.289","ADORA1",""
"9690","KY21:KY21.Chr3.29","PDE3B",""
"9691","KY21:KY21.Chr3.290","KY21:KY21.Chr3.290",""
"9692","KY21:KY21.Chr3.291","MAML3",""
"9693","KY21:KY21.Chr3.292","PREP",""
"9694","KY21:KY21.Chr3.293","GGACT",""
"9695","KY21:KY21.Chr3.294","UST",""
"9696","KY21:KY21.Chr3.295","IPO7",""
"9697","KY21:KY21.Chr3.296","CLCA2",""
"9698","KY21:KY21.Chr3.297","NOC4L",""
"9699","KY21:KY21.Chr3.298","ALDH3A2",""
"9700","KY21:KY21.Chr3.299","ALDH3B1",""
"9701","KY21:KY21.Chr3.3","TAB2",""
"9702","KY21:KY21.Chr3.30","KLF18",""
"9703","KY21:KY21.Chr3.300","TRAPPC2L",""
"9704","KY21:KY21.Chr3.301","HTR3A",""
"9705","KY21:KY21.Chr3.302","CHRNA2",""
"9706","KY21:KY21.Chr3.303","RXFP1",""
"9707","KY21:KY21.Chr3.304","PIPOX",""
"9708","KY21:KY21.Chr3.305","CDC16",""
"9709","KY21:KY21.Chr3.306","PLA2G4A",""
"9710","KY21:KY21.Chr3.307","PIPOX",""
"9711","KY21:KY21.Chr3.308","ADGRB3",""
"9712","KY21:KY21.Chr3.309","MYH2","Myh.c"
"9713","KY21:KY21.Chr3.31","BIRC3",""
"9714","KY21:KY21.Chr3.310","CFH / CNTNAP3",""
"9715","KY21:KY21.Chr3.311","FOXQ1","Foxq"
"9716","KY21:KY21.Chr3.312","FAM227A",""
"9717","KY21:KY21.Chr3.313","SHQ1",""
"9718","KY21:KY21.Chr3.314","GNAQ",""
"9719","KY21:KY21.Chr3.315","ANO5",""
"9720","KY21:KY21.Chr3.316","MYO1F",""
"9721","KY21:KY21.Chr3.317","PPP1R12B",""
"9722","KY21:KY21.Chr3.318","HMCN1",""
"9723","KY21:KY21.Chr3.319","ADGRB1",""
"9724","KY21:KY21.Chr3.32","OR8K1",""
"9725","KY21:KY21.Chr3.320","NT5C3A",""
"9726","KY21:KY21.Chr3.321","FBXO44",""
"9727","KY21:KY21.Chr3.322","PCLO / FGGY",""
"9728","KY21:KY21.Chr3.323","KCNV1",""
"9729","KY21:KY21.Chr3.324","SHPRH",""
"9730","KY21:KY21.Chr3.325","L3MBTL2",""
"9731","KY21:KY21.Chr3.326","MEDAG",""
"9732","KY21:KY21.Chr3.327","SLC35G1",""
"9733","KY21:KY21.Chr3.328","TANC1",""
"9734","KY21:KY21.Chr3.329","FAM47B",""
"9735","KY21:KY21.Chr3.33","NECAP2",""
"9736","KY21:KY21.Chr3.330","DIS3L2",""
"9737","KY21:KY21.Chr3.331","RNF157",""
"9738","KY21:KY21.Chr3.332","SAE1",""
"9739","KY21:KY21.Chr3.333","CAMKK2",""
"9740","KY21:KY21.Chr3.334","SLC45A2",""
"9741","KY21:KY21.Chr3.335","TMEM18",""
"9742","KY21:KY21.Chr3.336","PGPEP1",""
"9743","KY21:KY21.Chr3.337","AMACR",""
"9744","KY21:KY21.Chr3.338","NUDT14",""
"9745","KY21:KY21.Chr3.339","SOS1",""
"9746","KY21:KY21.Chr3.34","ISOC1",""
"9747","KY21:KY21.Chr3.340","FBXO46",""
"9748","KY21:KY21.Chr3.341","PDIA3",""
"9749","KY21:KY21.Chr3.342","PIF1",""
